query,containment,similarity,bp,contigs,ksize,num_query_kmers,best_containment,cdbg_min_overhead,catlas_min_overhead,catlas_name
/home/ctbrown/2020-rerun-hu/podar-ref/40.fa,1.0,0.7971887550200804,4324411,64713,31,2004452,0.9997201230061882,0.0003960722008694633,0.15909637388843825,podarV_k31_r1
/home/ctbrown/2020-rerun-hu/podar-ref/41.fa,0.9956639566395664,0.7833688699360342,3835937,54212,31,1884419,0.9963702340084662,0.0029376919363754976,0.150254098408881,podarV_k31_r1
/home/ctbrown/2020-rerun-hu/podar-ref/42.fa,0.9994279176201373,0.7485004284490145,4097432,65000,31,1733694,0.9995650904946317,0.0003824405010835814,0.19301752046164908,podarV_k31_r1
/home/ctbrown/2020-rerun-hu/podar-ref/43.fa,0.9998579545454546,0.7513877028181042,17971484,303801,31,7051256,0.9999530580083889,3.2476953417837706e-05,0.20395578684348797,podarV_k31_r1
/home/ctbrown/2020-rerun-hu/podar-ref/44.fa,0.9912568306010929,0.8729547641963427,8696532,123710,31,4561777,0.9933100631617898,0.0019332445822015508,0.09106356534660774,podarV_k31_r1
/home/ctbrown/2020-rerun-hu/podar-ref/45.fa,0.9938315121607332,0.7352979527969749,15171231,265834,31,5679814,0.9939607177277284,0.002359484165019693,0.21548826180888803,podarV_k31_r1
/home/ctbrown/2020-rerun-hu/podar-ref/46.fa,0.9939239513916112,0.714225352112676,13804775,242029,31,5118457,0.9942009867426844,0.002376053614120659,0.22236416940649353,podarV_k31_r1
/home/ctbrown/2020-rerun-hu/podar-ref/47.fa,0.9982615414332625,0.6900787822139137,13878169,236337,31,5184588,0.9979435202951517,0.002820051351454489,0.23779006635033667,podarV_k31_r1
/home/ctbrown/2020-rerun-hu/podar-ref/48.fa,1.0,0.6177901320361362,5368014,94481,31,1761166,0.9999931863322367,2.271186479172652e-05,0.3048764122286847,podarV_k31_r1
/home/ctbrown/2020-rerun-hu/podar-ref/49.fa,0.99609375,0.6237260497350183,4719823,84924,31,1475019,0.9972793570794681,0.008188647008969418,0.3227733675612989,podarV_k31_r1
/home/ctbrown/2020-rerun-hu/podar-ref/5.fa,0.9998,0.8668285070227154,9713100,139723,31,4985930,0.999886079427509,4.753691582495905e-05,0.09708534595329817,podarV_k31_r1
/home/ctbrown/2020-rerun-hu/podar-ref/50.fa,0.9995477159656264,0.8289572393098275,4584705,68101,31,2235038,0.9996997813907414,0.0002577246936499052,0.1209076691551831,podarV_k31_r1
/home/ctbrown/2020-rerun-hu/podar-ref/51.fa,0.9989212513484358,0.7271299568119356,5044290,86974,31,1877663,0.9990994124078708,0.0007739323807875148,0.2296024344269364,podarV_k31_r1
/home/ctbrown/2020-rerun-hu/podar-ref/52.fa,0.9994372537985369,0.5753158406219631,7090439,141659,31,1813198,0.9998224132168687,0.00017041835223653406,0.3618137136005638,podarV_k31_r1
/home/ctbrown/2020-rerun-hu/podar-ref/53.fa,1.0,0.5293948126801152,8338412,171080,31,1864566,0.9998830827120091,0.00010672833669518655,0.41848377361032957,podarV_k31_r1
/home/ctbrown/2020-rerun-hu/podar-ref/54.fa,1.0,0.8462882096069869,3365744,40274,31,1922223,0.9999677456777908,2.2890378497610816e-05,0.10908940062775663,podarV_k31_r1
/home/ctbrown/2020-rerun-hu/podar-ref/55.fa,0.7436725901992461,0.5307455803228286,3642474,54595,31,1880186,0.7426722675309784,0.17224024655629175,0.3034294710629026,podarV_k31_r1
/home/ctbrown/2020-rerun-hu/podar-ref/56.fa,1.0,0.8456057007125891,5035483,62787,31,2807434,0.9997121926998106,0.00030240696711457805,0.10953709112010541,podarV_k31_r1
/home/ctbrown/2020-rerun-hu/podar-ref/57.fa,0.9995061728395062,0.842280482729921,3853965,50732,31,2068572,0.9997022100270138,0.0003282357689974307,0.11322831640583961,podarV_k31_r1
/home/ctbrown/2020-rerun-hu/podar-ref/58.fa,0.9797421731123389,0.8874061718098415,3738627,47490,31,2191137,0.9780748533752112,0.003368306113594182,0.07382730743018254,podarV_k31_r1
/home/ctbrown/2020-rerun-hu/podar-ref/59.fa,0.9997159090909091,0.5533888976254128,14022873,280765,31,3520041,0.9996505722518573,0.00028637836206918594,0.37163225280061885,podarV_k31_r1
/home/ctbrown/2020-rerun-hu/podar-ref/6.fa,0.9731873111782477,0.8326332794830371,10548902,158914,31,5265766,0.9709096454343015,0.004476618285827112,0.11569680576710262,podarV_k31_r1
/home/ctbrown/2020-rerun-hu/podar-ref/60.fa,1.0,0.5641812865497076,15039805,298224,31,3917116,0.9993622859266869,0.00029955633485035337,0.3575310372331914,podarV_k31_r1
/home/ctbrown/2020-rerun-hu/podar-ref/61.fa,0.9982578397212544,0.8297132927888793,5617088,79151,31,2819539,0.9969278665767701,0.002115139864422304,0.1331297697681892,podarV_k31_r1
/home/ctbrown/2020-rerun-hu/podar-ref/62.fa,1.0,0.8069277108433734,5563610,81768,31,2644244,0.9998506189292667,9.568465966895377e-05,0.1500435611479568,podarV_k31_r1
/home/ctbrown/2020-rerun-hu/podar-ref/63.fa,0.9904543718976708,0.6985323818500068,13442824,226266,31,5160852,0.9921483894519743,0.008600224328423318,0.2305858709836023,podarV_k31_r1
/home/ctbrown/2020-rerun-hu/podar-ref/7.fa,0.9772536687631027,0.8957532667179093,15615304,187248,31,9544029,0.9781129122721651,0.003848066826880957,0.06628675885169072,podarV_k31_r1
/home/ctbrown/2020-rerun-hu/podar-ref/8.fa,0.9996351696461145,0.7666480134303302,5895494,82341,31,2816678,0.9996020134356856,0.00041111720568108595,0.178002921818581,podarV_k31_r1
/home/ctbrown/2020-rerun-hu/podar-ref/9.fa,0.9978448275862069,0.7571545380212592,6190670,91201,31,2796931,0.9986935680572742,0.00025161239522115405,0.19144194474677534,podarV_k31_r1
